C05	Chemical Industries (f.e.) Ltd
C06	Csc Holdings Ltd
C07	Jardine Cycle & Carriage Ltd
C09	City Developments Limited
C13	Ch Offshore Ltd
c29	Chip Eng Seng Corporation Ltd
C2PU	Parkwaylife Reit
C33	Chuan Hup Holdings Limited
C38U	Capitamall Trust
C41	Cortina Holdings Limited
C52	Comfortdelgro Corporation Ltd
C6L	Singapore Airlines Ltd
C70	City Developments Ltd Nccps
C76	Creative Technology Ltd
C8R	Jiutian Chemical Group Limited
C92	China Haida Ltd.
C9Q	Sinostar Pec Holdings Limited
CC3	Starhub Ltd
CDDW	S&p500 2500 Mb Ecw170915
CDVZ	Krisenergy S$139.464mz240131
CDXW	Krisenergy Ltd. W240131
CEDU	Dasin Retail Trust
CFA	Nikkoam-stc Asia_xj Reit Etf
CGN	Best World International Ltd
CGOW	Ta Corporation Ltd W220520
CGP	Noble Group Limited
CHBW	Duty Free Internationalw220513
CHJ	Uni-asia Group Limited
CHZ	Hrnetgroup Limited
CIN	Courage Marine Group Limited
CJLU	Netlink Nbn Trust
CJN	British & Malayan Hldg Limited
CLN	Apac Realty Limited
CLR	Lion-phillip S-reit Etf
CMGS	Nx18100a 280501
CMHS	N518100e 230201
CMOU	Keppel-kbs Us Reit
CNE	Mindchamps Preschool Limited
COI	Nikkoam-stc Asia_xj Reit Us$
CQLW	Marco Polo Marine Ltd. W230129
CRPU	Sasseur Reit
CRWW	Mtq Corporation Limitedw230417
CTO	Hong Lai Huat Group Limited
CUKW	Dlc Sg5xshorthsc230420
CUUW	Hsi 7xlongsg231215
CVPW	Dlc Sg5xlongmsg230420
CWAW	Dlc Sg5xlonghsi230420
CWBU	Cromwell Reit Eur
CWCU	Cromwell Reit Sgd
CWEW	Hstech 5xshortsg230216
CXDW	Hstech 5xlongsg230216
CXQW	Dlc Sg5xshorthsi230420
CXRW	Hscei 7xshortsg231215
CY6U	Ascendas India Trust
CYB	Icbc Csop Cgb Etf Us$d
CYC	Icbc Csop Cgb Etf S$
CYFW	Hscei 7xlongsg231215
CYTW	Dlc Sg5xshortmsg230420
CYW	Tricklestar
CZ4	Dutech Holdings Limited
CZAW	Dlc Sg7xlongmsg230404
CZBW	Dlc Sg7xshorthsi230920
CZCW	Hstech 5xshortsg220602
CZDW	Simsci 7xshortsg231215
CZMW	Hsi 7xshortsg240125
CZPW	Dlc Sg5xlonghsc230420
CZSW	Dlc Sg7xshortmsg230712
D00W	Dlc Sg5xlongpetchina B
D01	Dairy Farm Int'l Holdings Ltd
D03	Del Monte Pacific Limited
D05	Dbs Group Holdings Ltd
D07	Spdr Djia Etf Trust
D11	Design Studio Furniture Mfrltd
D5IU	Lippo Malls Indo Retail Trust
D8DU	First Ship Lease Trust
DAAW	Dlc Socgen5xshort Aia
DABW	Dlc Socgen5xshort Venture A
DAEW	Dlc Sg5xshortsunny A
DAFW	Dlc Sg5xlongaac A
DAGW	Alibaba 5xshortsg230202
DAHW	Sunny 5xshortsg220621
DALW	Dlc Sg5xlong Aac
DANW	Dlc Socgen5xlong Tencent
DARW	Meituan 5xshortsg231214
DASW	Dlc Sg5xshort Aac
DATW	Aac 5xlongsg231214
DAUW	Dlc Sg5xshort Sunac
DAWW	Dlc Sg5xlong Sunac
DAZW	Dlc Sg5xshortkepcorp A
DBBW	Alihlth 5xshortsg220216
DBCW	Dlc Sg5xshortgeely A
DBDW	Baidu 5xlongsg220511
DBFW	Baidu 5xshortsg220511
DBGW	Aac 5xshortsg220621
DBHW	Venture 5xlongsg230713
DBTW	Dlc Sg5xlonggalaxy A
DBYW	Singtel 5xlongsg231214
DBZW	Dlc Socgen5xshort Uob
DCAW	Dbs 5xshortsg220331
DCBW	Pahlth 5xlongsg220621
DCCW	Xiaomi 5xshortsg220705
DCDW	Geely 5xshortsg231214
DCJW	Lining 5xlongsg231019
DCLW	Dlc Sg5xlong Citydev
DCMW	Dlc Sg5xshort Alibaba
DCPW	Dlc Socgen5xshort Pingan
DCSW	Dlc Sg5xshort Citydev
DDBW	Dlc Sg5xshortwilmar A
DDCW	Cspc 5xshortsg220315
DDEW	Geely 5xshortsg230126
DDFW	Jdhlth 5xshortsg220307
DDHW	Geely 5xlongsg220621
DDIW	Dlc Socgen5xshort Singtel
DDJW	Dlc Socgen5xshort Tencent A
DDLW	Tencent 5xlongsg220808
DDNW	Sands 5xshortsg220315
DDWW	Dlc Socgen5xlong Uob
DDXW	Bydelec 5xlongsg221013
DDZW	Dlc Sg5xshortgeely B
DEIW	Lenovo 5xshortsg220316
DEKW	Dlc Socgen5xlong Kepcorp
DEUW	Dlc Sg5xlongcitydev A
DEZW	Dlc Sg5xshortuob A
DFFW	Dlc Socgen5xshort Dbs
DFHW	Dlc Socgen5xlong Wilmar
DFJW	Dlc Sg5xshortocbc A
DFQW	Xiaomi 5xlongsg220323
DFSW	Dlc Sg5xshortsunny B
DFVW	Mycloud 5xlongsg220316
DFYW	Dlc Sg5xshort Byd
DGAW	Dlc Sg5xlonggeely A
DGBW	Dlc Sg5xshort Areit
DGCW	Dlc Sg5xshort Galaxy A
DGDW	Cmob 5xlongsg220323
DGEW	Areit 5xshortsg231214
DGFW	Alibaba 5xlongsg220608
DGIW	Clife 5xshortsg220302
DGOW	Dlc Socgen5xshort Venture
DGPW	Bydelec 5xshortsg220608
DGQW	Cnooc 5xlongsg220323
DGRW	Dlc Sg5xlong Sgx
DGSW	Dlc Sg5xshort Sgx
DGVW	Lenovo 5xlongsg220316
DGXW	Bydelec 5xshortsg221013
DHBW	Uob 5xlongsg230713
DHDW	Dlc Sg5xlong Clife
DHEW	Dlc Sg5xshort Hkex A
DHGW	Dlc Sg5xshortwilmar B
DHJW	Sia 5xshortsg220328
DHMW	Pingan 5xshortsg230705
DHSW	Dlc Sg5xlong Hsbc A
DHTW	Kuaisho 5xlongsg220621
DHVW	Sinobio 5xshortsg231220
DHYW	Dlc Socgen5xlong Pingan
DHZW	Petroch 5xshortsg231012
DIBW	Ckasset 5xshortsg231019
DINW	Dlc Sg5xlong Byd
DJAW	Dlc Sg5xlong Cmob
DJBW	Dlc Sg5xshort Jd
DJCW	Dlc Sg5xlong Jd
DJDW	Dlc Sg5xlongjd A
DJFW	Byd 5xlongsg220315
DJGW	Sunac 5xshortsg220315
DJHW	Ckasset 5xlongsg231019
DJWW	Dlc Socgen5xshort Ocbc
DJXW	Kuaisho 5xshortsg220307
DKEW	Dlc Sg5xlongkepcorp A
DKJW	Byd 5xshortsg220216
DKKW	Dlc Sg5xlongsia A
DKLW	Sinobio 5xlongsg231220
DKMW	Singtel 5xshortsg230713
DKTW	Sands 5xlongsg221013
DKUW	Dlc Socgen5xshort Cnooc
DLAW	Dlc Socgen5xlong Venture
DLBW	Galaxy 5xlongsg221013
DLIW	Dlc Sg5xlongsunac A
DLKW	Kingdee 5xlongsg231220
DLSW	Kingsof 5xshortsg231220
DLTW	Hkex 5xshortsg240125
DLYW	Hkex 5xlongsg220302
DM0	Psc Corporation Ltd
DMAW	Dlc Sg5xshort Meituan A
DMBW	Dlc Sg5xlong Alibaba
DMDW	Kingsof 5xlongsg220908
DMEW	Dlc Sg5xlong Meituan
DMGW	Meituan 5xlongsg220808
DMIW	Tencent 5xshortsg231214
DMPW	Dlc Socgen5xshort Genting
DMQW	Dlc Socgen5xlong Singtel
DMSW	Dlc Sg5xshort Meituan
DMUW	Dlc Sg5xlongocbc A
DMWW	Gentingsmbecw220114
DNAW	Dlc Sg5xlongnetease A
DNCW	Dlc Sg5xshort Netease
DNEW	Dlc Socgen5xlong Genting
DNFW	Dlc Sg5xlongalibaba A
DNSW	Dlc Sg5xlong Netease
DNXW	Dlc Socgen5xshort Wilmar
DNZW	Dlc Sg5xshort Clife
DOAW	Sunac 5xlongsg220315
DOFW	Cspc 5xlongsg220315
DOIW	Jdhlth 5xlongsg220307
DOJW	Kuaisho 5xlongsg220307
DOOW	Kingdee 5xshortsg231220
DOPW	Dlc Sg5xlong Pahealth
DOXW	Dlc Socgen5xlong Dbs
DOZW	Pahlth 5xshortsg220315
DPCW	Pingan 5xshortsg220302
DPEW	Dlc Sg5xshort Shkp
DPIW	Dlc Socgen5xshort Kepcorp
DPOW	Dlc Sg5xlongsands A
DPWW	Dlc Socgen5xlong Aia
DPXW	Wilmar Mb Ecw211220
DQAW	Dlc Sg5xlongareit A
DQBW	Dlc Sg5xshort Cmob
DQDW	Dlc Socgen5xshort Geely
DQEW	Dbs 5xlongsg230713
DQIW	Citydev 5xlongsg220331
DQMW	Cnooc 5xshortsg220302
DQOW	Genting 5xshortsg220328
DQPW	Pingan 5xlongsg230705
DQTW	Dlc Socgen5xshort Tencent
DRGW	Dlc Sg5xlong Shkp
DRWW	Dlc Socgen5xlong Geely
DRX	St Group Food
DSAW	Dlc Sg5xlong Sands
DSBW	Dlc Socgen5xlong Tencent A
DSCW	Dlc Socgen5xshort Galaxy
DSDW	Dlc Sg5xlongsunny A
DSGW	Cmb 5xshortsg231019
DSIW	Dlc Sg5xlong Sia
DSNW	Dlc Sg5xlong Sunny
DSOW	Xiaomi 5xshortsg231214
DSSW	Dlc Sg5xshort Sands
DSTW	Sunny 5xshortsg231214
DSVW	Dlc Sg5xshort Sunny
DSYW	Dlc Socgen5xlong Petchina
DTAW	Dlc Socgen5xshort Petchina
DTCW	Tencent 5xshortsg230202
DTDW	Cmb 5xlongsg231019
DTFW	Dlc Sg5xshortdbs A
DTGW	Sia 5xlongsg230713
DTHW	Byd 5xshortsg231214
DTJW	Dlc Sg5xlongcnooc A
DTKW	Mycloud 5xshortsg220316
DTNW	Dlc Socgen5xlong Galaxy
DTOW	Smoore 5xlongsg220331
DTPW	Petroch 5xshortsg220328
DTQW	Xiaomi 5xlongsg220705
DTSW	Dlc Sg5xshorttencent B
DTYW	Citydev Mb Ecw211001
DU4	Mermaid Maritime Public Co Ltd
DUAW	Wuxibio 5xlongsg221020
DUBW	Dlc Sg5xlonggenting A
DUDW	Jd 5xshortsg220908
DUFW	Dlc Sg5xlong Cspc
DUOW	Bydelec 5xlongsg220608
DUQW	Alihlth 5xlongsg220323
DUXW	Aia 5xshortsg240125
DUZW	Dlc Socgen5xlong Ocbc
DVBW	Lining 5xshortsg231019
DVCW	Dlc Sg5xshortventure B
DVHW	Bydelec 5xlongsg231220
DVOW	Dlc Socgen5xlong Hkex
DVPW	Dlc Sg5xlonggeely B
DVVW	Dlc Socgen5xshort Hkex
DWAW	Dlc Sg5xshort Cspc
DWBW	Dlc Socgen5xshort Ccb
DWCW	Ccb 5xlongsg240807
DWDW	Wuxibio 5xshortsg221020
DWNW	Dlc Sg5xshortalibaba A
DWQW	Nongfu 5xlongsg220316
DWTW	Dlc Sg5xshortaac B
DWVW	Clife 5xlongsg220302
DWZW	Kingdee 5xshortsg220216
DXAW	Dlc Sg5xlong Areit
DXBW	Dlc Sg5xshort Xiaomi A
DXDW	Kuaisho 5xlongsg220808
DXGW	Anta 5xshortsg231019
DXIW	Citydev 5xshortsg231214
DXLW	Dlc Sg5xlong Xiaomi
DXMW	Dlc Socgen5xlong Ccb
DXNW	Smoore 5xshortsg220316
DXSW	Dlc Sg5xshort Xiaomi
DXUW	Dlc Socgen5xshort Yzj
DXZW	Dlc Sg5xlong Alihealth
DYAW	Dlc Socgen5xshort Hsbc
DYDW	Dlc Sg5xshortaac A
DYKW	Dlc Sg5xshortsgx A
DYMW	Dlc Sg5xshort Alihealth
DYYW	Hkex 5xlongsg240125
DZAW	Dlc Sg5xlongpetchina A
DZCW	Galaxy 5xshortsg220328
DZDW	Anta 5xlongsg231019
DZHW	Meituan 5xlongsg220331
DZLW	Dlc Socgen5xlong Hsbc
DZQW	Kingsof 5xshortsg230126
DZXW	Meituan 5xshortsg220216
E27	Eucon Holding Limited
E28	Frencken Group Limited
E3B	Wee Hur Holdings Ltd.
E5H	Golden Agri-resources Ltd
E6R	Samko Timber Limited
E8Z	Roxy-pacific Holdings Limited
E9L	Joyas International Hldgs Ltd
EB5	First Resources Limited
EB7	Ktl Global Limited
EBCW	Meituan Mb Epw220302
ECGW	Hstech 7600mbecw211230
EDSW	Tencentmbecw211005
EG0	Jes International Holdings Ltd
EH5	United Overseas Australia Ltd
EHG	Econ Healthcare
EMSW	Alibaba Mb Ecw211005
EPZW	Ocbc Bk Mb Ecw220328
EQUW	Hstech 6000mbecw211028
ER0	Ksh Holdings Limited
ES3	Sti Etf
ESYW	Sgx Mb Ecw211018
F03	Food Empire Holdings Limited
F10	F J Benjamin Holdings Ltd
F13	Fu Yu Corporation Ltd
F17	Guocoland Limited
F1E	Low Keng Huat (singapore) Ltd
F31	Fragrance Group Limited
F34	Wilmar International Limited
F83	Cosco Corporation (s) Ltd
F86	Cougar Logistics Corpn Ltd
F99	Fraser And Neave Limited
F9D	Boustead Singapore Limited
FIAW	China Real Estate W230726
FIWW	Hsi 22600mbepw211129
FOHW	Yangzijimbecw211101
FOUW	Ocbc Bk Mb Ecw220214
FQ7	Jasper Investments Limited
FQJW	Comfortdel Mbecw220315
FRQ	Sing Paincare
FVHW	Tencentmbepw211005
G07	Great Eastern Hldgs Ltd
G0I	Nam Lee Pressed Metal Inds Ltd
G11	Global Tech (hldgs) Limited
G13	Genting Singapore Plc
G1N	Lyxor Etf Msci India 10
G20	Gp Industries Limited
G3B	Dbs Singapore Sti Etf
G41	G. K. Goh Holdings Limited
G50	Grand Banks Yachts Limited
G92	China Aviation Oil(s) Corp Ltd
GBMW	Alibaba Mb Epw211005
GDEW	Dlc Socgen7xlongmsg 220225
GGOW	Yangzijimbecw220315
GLNW	Ganfenglit Mb Ecw220104
GMHW	Jd Mb Epw211005
GNLW	Thomson Med Grp Ltdw220424
GQUW	Nky 28000mbepw211210
GRQ	Don Agro
GSD	Gld Sg$
GU5	China Kunda Tech Holdings Ltd
H02	Haw Par Corp Ltd
